author,name,rank,date,duration,id,popularity,album_Name,albumType,releaseDate,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,timeSig
Doja Cat,Streets,67,2021,226986,60ynsPSSKe6O3sfwRnIBRf,84,Hot Pink,album,2019-11-07,True,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,4
Drake,What's Next,68,2021,178153,3aQem4jVGdhtg116TmJnHz,75,Scary Hours 2,single,2021-03-05,True,0.781,0.594,0,-6.959,0,0.0485,0.0136,0,0.162,0.0628,129.895,4
Chris Young + Kane Brown,Famous Friends,69,2021,166506,00KyYtT6NaXwbPecina5Pj,69,Famous Friends,album,2021-08-06,False,0.535,0.859,6,-2.922,1,0.0344,0.0528,0,0.32,0.698,102.008,4
Nelly & Florida Georgia Line,Lil Bit,70,2021,197185,5QQZGUyxNXa8EQeACBXRVy,8,Songs With Friends: Duets & More 2021,compilation,2021-09-24,False,0.668,0.655,4,-5.575,0,0.0361,0.0337,0,0.0461,0.801,120.035,4
Megan Thee Stallion,Thot Shit,71,2021,184634,5zNW5ARjYhJQJz1AChP33n,69,Thot Shit,single,2021-06-11,True,0.95,0.693,9,-3.424,1,0.0898,0.0133,0,0.173,0.891,130.02,4
Roddy Ricch,Late At Night,72,2021,174549,6kksmL4t09IgxhajuVDDxR,69,LIVE LIFE FAST,album,2021-12-17,True,0.621,0.405,1,-11.26,0,0.437,0.382,0,0.152,0.141,98.427,4
Ava Max,Kings & Queens,73,2021,162398,7a53HqqArd4b9NF4XAmlbI,82,Heaven & Hell,album,2020-09-18,False,0.637,0.69,1,-4.057,0,0.0405,0.00786,0,0.124,0.457,129.857,4
Justin Bieber,Anyone,74,2021,190779,1h4WRWWVOzlqSgU5pq1isU,0,Valentine´s Playlist,compilation,2023-10-25,False,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,4
Mooski,Track Star,75,2021,199706,5hChuUMe5iHfjkXgzj1D4b,58,Track Star,single,2021-02-09,True,0.641,0.598,7,-5.7,0,0.324,0.381,0,0.0921,0.285,131.459,5
Moneybagg Yo,Time Today,76,2021,136899,0YrKSfpvflYnLSBd4Jtu6J,74,A Gangsta’s Pain,album,2021-04-23,True,0.912,0.608,1,-7.686,1,0.397,0.0458,0,0.248,0.327,136.994,4
Megan Thee Stallion Featuring DaBaby,Cry Baby,77,2021,137983,4aarlAfLKVCTxUDNgbwhjH,68,Good News,album,2020-11-20,True,0.957,0.437,11,-7.882,1,0.359,0.00402,0,0.219,0.616,130.058,4
Mariah Carey,All I Want For Christmas Is You,78,2021,241106,0bYg9bo50gSsH3LtXe2SQn,80,Merry Christmas,album,1994-10-28,False,0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,4
Coi Leray Featuring Lil Durk,No More Parties,79,2021,192880,5A4WcRuy0FFEAC5pAK43oa,53,No More Parties (Remix),single,2021-02-19,True,0.827,0.394,11,-10.073,1,0.559,0.253,0,0.12,0.715,157.0,4
Thomas Rhett,What's Your Country Song,80,2021,171333,4oR2cCQGs0Yt0Mgr2diV6V,70,Country Again (Side A),album,2021-04-30,False,0.359,0.706,5,-6.151,1,0.0309,0.000602,0,0.285,0.479,174.079,4
Keith Urban Duet With P!nk,One Too Many,81,2021,203893,5NUXE8W12lWcUXgJRCjeEw,68,One Too Many,single,2020-09-16,False,0.697,0.535,4,-6.504,1,0.068,0.247,0,0.569,0.594,82.959,4
Duncan Laurence,Arcade,82,2021,183624,1Xi84slp6FryDSCbzq4UCD,80,Arcade,single,2019-03-07,False,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,3
Bad Bunny,Yonaguni,83,2021,206710,2JPLbjOn0wPCngEot2STUS,84,Yonaguni,single,2021-06-04,True,0.644,0.648,1,-4.601,1,0.118,0.276,0,0.135,0.44,179.951,4
Niko Moon,Good Time,84,2021,214720,2S8UMuLJ0z8agFgFGJ6Ztt,69,GOOD TIME,album,2021-08-27,False,0.802,0.59,5,-7.189,1,0.0493,0.0874,0,0.275,0.687,138.084,4
Jason Aldean & Carrie Underwood,If I Didn't Love You,85,2021,212030,1WQ40xJSvgDmD9K7ckJwux,71,MACON,album,2021-11-12,False,0.456,0.679,1,-4.802,1,0.0324,0.176,0,0.103,0.483,184.075,4
Drake Featuring 21 Savage & Project Pat,Knife Talk,86,2021,242965,2BcMwX1MPV6ZHP4tUT9uq6,84,Certified Lover Boy,album,2021-09-03,True,0.849,0.424,5,-9.579,0,0.324,0.0635,0,0.0834,0.153,145.887,4
Ariana Grande,pov,87,2021,201882,3UoULw70kMsiVXxW0L3A33,76,Positions,album,2020-10-30,False,0.487,0.534,0,-5.664,0,0.0555,0.36,0,0.1,0.173,131.798,4
Parmalee x Blanco Brown,Just The Way,88,2021,193880,3FE6cfCDhmhOraeSLPe6Vj,69,For You,album,2021-07-30,False,0.544,0.829,9,-2.84,1,0.0404,0.107,0,0.317,0.815,90.048,4
The Weeknd,Take My Breath,89,2021,339023,2vgUijXOTRMnWXDtvgMp2b,76,Dawn FM,album,2022-01-06,False,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02,4
Dua Lipa,We're Good,90,2021,165506,3yboRfOZFOsBCP0EJCm5ma,0,Partiu Praia,compilation,2023-10-21,False,0.722,0.588,6,-5.932,1,0.0544,0.0319,0,0.183,0.59,134.01,4
Eric Church,Hell Of A View,91,2021,175026,4mXGooManGPH6xAWRAtRJU,71,Soul,album,2021-04-23,False,0.689,0.592,5,-6.758,1,0.0235,0.101,0.00867,0.11,0.919,98.997,4
Brenda Lee,Rockin' Around The Christmas Tree,92,2021,126266,2EjXfH91m7f8HiJN1yQg97,72,Merry Christmas From Brenda Lee,album,1964-10-19,False,0.589,0.472,8,-8.749,1,0.0502,0.614,0,0.505,0.898,67.196,4
Ritt Momney,Put Your Records On,93,2021,210463,6AGOKlMZWLCaEJGnaROtF9,76,Put Your Records On,single,2020-04-24,False,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,4
Billie Eilish,Happier Than Ever,94,2021,298899,4RVwu0g32PAqgUiJoXsdF8,87,Happier Than Ever,album,2021-07-30,True,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,3
Cole Swindell,Single Saturday Night,95,2021,189960,6LnIxE8CqkK7faQV76nEHS,65,Stereotype,album,2022-04-08,False,0.634,0.786,7,-5.093,1,0.0411,0.129,0,0.182,0.653,82.003,4
Lainey Wilson,Things A Man Oughta Know,96,2021,203373,5QS8PNEWbqTEZyQ6e9ZbJf,75,Sayin' What I'm Thinkin',album,2021-02-19,False,0.659,0.683,3,-5.623,1,0.0312,0.513,4.93e-06,0.133,0.397,139.931,4
BRS Kash,Throat Baby (Go Baby),97,2021,211609,15C4TnrrVdym7UykxQIOTZ,57,Throat Baby (Go Baby) (with DaBaby & City Girls) [Remix],single,2021-01-21,True,0.878,0.475,1,-8.42,0,0.324,0.00984,0,0.167,0.397,131.988,4
Rod Wave,Tombstone,98,2021,160078,3zc8VZEpM1onYV4FWGdFvm,72,SoulFly,album,2021-03-26,True,0.55,0.637,8,-5.212,1,0.163,0.597,0,0.129,0.535,84.448,4
Chase Rice Featuring Florida Georgia Line,Drinkin' Beer. Talkin' God. Amen.,99,2021,160839,1b8TpvCFqmJTd2xz9xE9s1,60,The Album,album,2021-05-28,False,0.627,0.678,2,-4.691,1,0.0294,0.185,0,0.374,0.724,100.032,4
Rauw Alejandro,Todo de Ti,100,2021,199604,4fSIb4hdOQ151TILNsSEaF,79,Todo De Ti,single,2021-05-20,True,0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,4
Glass Animals,Heat Waves,1,2022,238805,3USxtqRwSYz57Ewm6wWRMp,91,Dreamland,album,2020-08-07,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4
Harry Styles,As It Was,2,2022,167303,4Dvkj6JhhA12EX05fT7y2e,95,Harry's House,album,2022-05-20,False,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4
The Kid LAROI & Justin Bieber,Stay,3,2022,172563,4WNrx9GTx4RvdnxR6qVysR,65,Stay,single,2022-04-29,False,0.497,0.576,5,-5.013,0,0.0649,0.351,3.38e-05,0.166,0.227,102.707,4
Adele,Easy On Me,4,2022,224694,0gplL1WMoJ6iYaPgMCL0gX,84,Easy On Me,single,2021-10-14,False,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,4
Ed Sheeran,Shivers,5,2022,207853,50nfwKoDiSYg8zOCREWAm5,87,=,album,2021-10-29,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0,0.0424,0.822,141.02,4
Jack Harlow,First Class,6,2022,173947,0wHFktze2PHC5jDt3B17DC,82,Come Home The Kids Miss You,album,2022-05-06,True,0.902,0.582,5,-5.902,0,0.109,0.111,3.18e-06,0.111,0.332,107.005,4
Latto,Big Energy,7,2022,173182,6Zu3aw7FfjAF9WA0fA81Oq,72,Big Energy,single,2021-09-24,True,0.935,0.807,11,-3.838,0,0.114,0.0514,0,0.349,0.813,106.017,4
Justin Bieber,Ghost,8,2022,153190,6I3mqTwhRpn34SLVafSH7G,88,Justice,album,2021-03-19,False,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4
Kodak Black,Super Gremlin,9,2022,200547,4A8cWXxKfIL3lAyUDzXbCF,74,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,album,2021-10-30,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0,0.357,0.106,72.993,4
Elton John & Dua Lipa,Cold Heart (PNAU Remix),10,2022,202735,6zSpb8dQRaw0M1dK8PBwQz,86,Cold Heart (PNAU Remix),single,2021-08-13,False,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,4
Future Featuring Drake & Tems,Wait For U,11,2022,189893,59nOXPmaKlBfGMDeOVGrIK,86,I NEVER LIKED YOU,album,2022-04-29,True,0.463,0.642,1,-4.474,1,0.34,0.314,0,0.0686,0.339,83.389,4
Lizzo,About Damn Time,12,2022,191822,1PckUlxKqWQs3RlWXVBLw3,79,About Damn Time,single,2022-04-14,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0,0.335,0.722,108.966,4
Ed Sheeran,Bad Habits,13,2022,230746,3rmo8F54jFF8OgYsqTxm5d,85,=,album,2021-10-29,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4
Lil Nas X,Thats What I Want,14,2022,143901,0e8nrvls4Qqv5Rfa2UhqmO,83,MONTERO,album,2021-09-17,True,0.737,0.846,1,-4.51,0,0.22,0.00614,0,0.0486,0.546,87.981,4
Imagine Dragons X JID,Enemy,15,2022,173381,3CIyK1V4JEJkg02E4EJnDl,83,Mercury - Acts 1 & 2,album,2022-07-01,False,0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,4
Lil Nas X & Jack Harlow,Industry Baby,16,2022,212000,27NovPIUIRrOZoCHxABJwK,81,INDUSTRY BABY (feat. Jack Harlow),single,2021-07-23,True,0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,4
GAYLE,abcdefu,17,2022,168601,4fouWK6XVHhzl78KzQ1UjL,83,abcdefu,single,2021-08-13,True,0.695,0.54,4,-5.692,1,0.0493,0.299,0,0.367,0.415,121.932,4
Doja Cat,Need To Know,18,2022,210560,3Vi5XqYrmQgOYBajMWSvCi,82,Planet Her,album,2021-06-25,True,0.664,0.609,1,-6.509,1,0.0707,0.304,0,0.0926,0.194,130.041,4
Morgan Wallen,Wasted On You,19,2022,178520,3cBsEDNhFI9E82vPj3kvi3,86,Dangerous: The Double Album,album,2021-01-08,False,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0,3
Bad Bunny & Chencho Corleone,Me Porto Bonito,20,2022,169649,62zRSykw5lTxpYN9dddLdJ,55,Me Porto Bonito,single,2023-08-04,False,0.429,0.712,9,-2.498,1,0.138,0.00614,1.62e-05,0.176,0.462,149.928,4
Doja Cat,Woman,21,2022,172626,6Uj1ctrBOjOas8xZXGqKk4,87,Planet Her,album,2021-06-25,True,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4
Bad Bunny,Titi Me Pregunto,22,2022,243716,1IHWl5LamUGEuP4ozKQSXZ,88,Un Verano Sin Ti,album,2022-05-06,True,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4
Kate Bush,Running Up That Hill (A Deal With God),23,2022,298933,1PtQJZVZIdWIYdARpZRDFO,85,Hounds Of Love,album,1985-09-16,False,0.629,0.545,10,-13.123,0,0.0546,0.719,0.00308,0.0604,0.194,108.376,4
"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",We Don't Talk About Bruno,24,2022,212659,2Kg4YI0Ljte8USpZx2htUd,28,Songs and Story: Encanto,compilation,2023-09-15,False,0.564,0.36,0,-12.024,0,0.0789,0.366,0,0.104,0.821,205.916,4
Harry Styles,Late Night Talking,25,2022,177954,1qEmFfgcLObUfQm0j1W2CK,86,Harry's House,album,2022-05-20,False,0.714,0.728,10,-4.595,1,0.0468,0.298,0,0.106,0.901,114.996,4
Post Malone Featuring Doja Cat,I Like You (A Happier Song),26,2022,192840,0O6u0VJ46W86TxN9wgyqDj,87,Twelve Carat Toothache,album,2022-06-03,True,0.733,0.67,5,-6.009,1,0.0751,0.121,0,0.121,0.472,100.964,4
Morgan Wallen,You Proof,27,2022,157477,5W4kiM2cUYBJXKRudNyxjW,85,One Thing At A Time,album,2023-03-03,False,0.732,0.839,9,-5.007,1,0.0345,0.265,0,0.602,0.629,119.724,4
Steve Lacy,Bad Habit,28,2022,232066,4k6Uh1HXdhtusDW5y8Gbvy,84,Gemini Rights,album,2022-07-15,True,0.686,0.494,1,-7.093,1,0.0355,0.613,5.8e-05,0.402,0.7,168.946,4
Nicky Youre & dazy,Sunroof,29,2022,163025,5YqEzk3C5c3UZ1D5fJUlXA,86,Good Times Go,album,2023-06-09,False,0.768,0.714,10,-5.11,1,0.0401,0.352,0,0.15,0.842,131.443,4
Post Malone & The Weeknd,One Right Now,30,2022,193506,3Z9iVaKGEDZtd6jvzuoF0e,7,Wake and Bake,compilation,2022-08-31,True,0.687,0.781,1,-4.806,1,0.053,0.0361,0,0.0755,0.688,97.014,4
Olivia Rodrigo,Good 4 U,31,2022,178146,4ZtFanR9U6ndgddUvNcjcG,87,SOUR,album,2021-05-21,True,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,4
Em Beihold,Numb Little Bug,32,2022,169237,3o9kpgkIcffx0iSwxhuNI2,77,Numb Little Bug,single,2022-01-28,False,0.742,0.527,8,-6.892,0,0.0769,0.327,0,0.25,0.638,84.974,4
Drake Featuring 21 Savage,Jimmy Cooks,33,2022,218364,3F5CgOj3wFlRv51JsHbxhe,90,"Honestly, Nevermind",album,2022-06-17,True,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,4
Cody Johnson,'Til You Can't,34,2022,224213,4k3lPl8YTKuY8c1HelVnm3,77,Human The Double Album,album,2021-10-08,False,0.501,0.815,1,-4.865,1,0.0436,0.0513,0,0.106,0.46,160.087,4
Walker Hayes,Fancy Like,35,2022,161853,58UKC45GPNTflCN6nwCUeF,75,Country Stuff The Album,album,2022-01-21,False,0.647,0.765,1,-6.459,1,0.06,0.111,0,0.315,0.855,79.994,4
Luke Combs,The Kind Of Love We Make,36,2022,224426,48UKTR66uUOT9LaUvooTNx,83,Growin' Up,album,2022-06-24,False,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,4
OneRepublic,I Ain't Worried,37,2022,148485,4h9wh7iOZ0GGn8QVp4RAOB,91,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",single,2022-05-13,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4
Beyonce,Break My Soul,38,2022,278281,5pyoxDZ1PX0KxBxiRVxA4U,78,RENAISSANCE,album,2022-07-29,False,0.693,0.887,1,-5.039,0,0.0795,0.0581,2.71e-06,0.27,0.864,114.942,4
Zach Bryan,Something In The Orange,39,2022,228013,3WMj8moIAXJhHsyLaqIIHI,90,Something in the Orange,single,2022-04-22,False,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3
The Weeknd & Ariana Grande,Save Your Tears,40,2022,191013,37BZB0z9T8Xu7U3e65qxFy,84,Save Your Tears (Remix),single,2021-04-23,False,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,4
Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,41,2022,197442,3xVZYkcuWalGudeKl861wb,78,An Evening With Silk Sonic,album,2021-11-11,False,0.627,0.618,2,-8.529,1,0.0437,0.0558,0,0.351,0.848,82.03,4
Dua Lipa,Levitating,42,2022,203064,5nujrmhLynf4yMoMtj8AQF,85,Future Nostalgia,album,2020-03-27,False,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,4
Lil Baby,In A Minute,43,2022,200470,3ihIZrJreMJPjQdNLrEXnP,69,In A Minute,single,2022-04-07,True,0.643,0.605,4,-5.968,0,0.297,0.0336,0,0.112,0.145,84.216,4
Bad Bunny,Moscow Mule,44,2022,245939,6Xom58OOXk2SoU711L2IXO,85,Un Verano Sin Ti,album,2022-05-06,True,0.804,0.674,5,-5.453,0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,4
Doja Cat & The Weeknd,You Right,45,2022,186173,0IakguBBeTUsAILmugkEam,69,You Right,single,2021-06-24,True,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,4
Cole Swindell,She Had Me At Heads Carolina,46,2022,206106,200x8ONbPfFzByUr3fVz46,79,Stereotype,album,2022-04-08,False,0.607,0.912,8,-3.449,1,0.0611,0.124,0,0.332,0.722,134.944,4
Doja Cat,Vegas,47,2022,182906,0hquQWY3xvYqN4qtiquniF,81,Vegas (From the Original Motion Picture Soundtrack ELVIS),single,2022-05-06,True,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,4
Gunna & Future Featuring Young Thug,Pushin P,48,2022,136266,2PcCkdAztMCl37QBEl7VII,36,Gunna: A Gift & A Curse Setlist,compilation,2023-09-14,True,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,1
Jordan Davis Featuring Luke Bryan,Buy Dirt,49,2022,167480,69AIpwGNLxr4qS1X5ynx60,83,Buy Dirt,album,2021-05-21,False,0.586,0.559,4,-6.725,1,0.05,0.639,0,0.0872,0.437,177.945,4
SZA,I Hate U,50,2022,173906,2aJnyNu4PQxQ2lyj5boiMG,78,SOS,album,2022-12-09,True,0.533,0.417,7,-8.665,0,0.148,0.514,0,0.114,0.376,106.534,5
Dove Cameron,Boyfriend,51,2022,153000,59CfNbkERJ3NoTXDvoURjj,83,Boyfriend,single,2022-02-11,True,0.345,0.612,7,-6.543,0,0.0608,0.232,0,0.194,0.232,179.773,3
Joji,Glimpse Of Us,52,2022,233456,6xGruZOHLs39ZbVccQTuPZ,85,Glimpse of Us,single,2022-06-10,False,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,3
Jessica Darrow,Surface Pressure,53,2022,202226,760jhRscwGbIIe1m1IIQpU,75,Encanto (Original Motion Picture Soundtrack),album,2021-11-19,False,0.65,0.584,2,-8.286,1,0.307,0.0174,1.54e-06,0.042,0.37,180.088,4
Bailey Zimmerman,Fall In Love,54,2022,232058,0rCFRyEy4WXjRXNpO80Dzs,81,Religiously. The Album.,album,2023-05-12,False,0.524,0.643,9,-6.055,1,0.0297,0.451,0,0.221,0.397,135.962,4
CKay,Love Nwantiti (Ah Ah Ah),55,2022,145800,2Xr1dTzJee307rmrkt8c0g,82,CKay The First,album,2019-08-30,True,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,4
Nicki Minaj,Super Freaky Girl,56,2022,170977,4C6Uex2ILwJi9sZXRdmqXp,78,Super Freaky Girl,single,2022-08-12,True,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,4
Muni Long,Hrs And Hrs,57,2022,204316,3ncmoWTwJgx63LwMTyBCXf,76,Public Displays Of Affection: The Album,album,2022-09-23,True,0.52,0.546,8,-4.991,0,0.213,0.579,0,0.112,0.634,137.419,3
Morgan Wallen,Sand In My Boots,58,2022,202133,0uRrG2jRR5tuifsYIJHEao,79,Dangerous: The Double Album,album,2021-01-08,False,0.403,0.537,3,-6.628,1,0.031,0.59,0,0.112,0.414,69.877,4
Becky G X Karol G,MAMIII,59,2022,226093,7FlQk2gJ6TBrHHiidvdR2O,83,ESQUEMAS,album,2022-05-13,False,0.836,0.703,4,-3.554,0,0.0657,0.0845,0,0.138,0.902,94.048,4
Drake Featuring 21 Savage & Project Pat,Knife Talk,60,2022,242965,2BcMwX1MPV6ZHP4tUT9uq6,84,Certified Lover Boy,album,2021-09-03,True,0.849,0.424,5,-9.579,0,0.324,0.0635,0,0.0834,0.153,145.887,4
Walker Hayes,AA,61,2022,189560,6aIrXGmaFqPafbYgxbMUsj,64,Country Stuff The Album,album,2022-01-21,False,0.634,0.764,4,-5.858,1,0.0297,0.00354,0,0.337,0.736,104.03,4
Megan Thee Stallion & Dua Lipa,Sweetest Pie,62,2022,201334,7mFj0LlWtEJaEigguaWqYh,74,Sweetest Pie,single,2022-03-11,True,0.814,0.628,7,-7.178,1,0.221,0.167,0,0.101,0.677,123.977,4
Karol G,Provenza,63,2022,207626,3HqcNJdZ2seoGxhn0wVNDK,85,MAÑANA SERÁ BONITO,album,2023-02-24,False,0.87,0.517,1,-7.918,1,0.0475,0.576,0.00553,0.11,0.54,111.002,4
Wizkid Featuring Justin Bieber & Tems,Essence,64,2022,248040,5FG7Tl93LdH117jEKYl3Cm,76,Made In Lagos,album,2020-10-29,False,0.849,0.707,0,-6.002,1,0.113,0.0266,8.58e-06,0.618,0.602,104.027,4
Mariah Carey,All I Want For Christmas Is You,65,2022,241106,0bYg9bo50gSsH3LtXe2SQn,80,Merry Christmas,album,1994-10-28,False,0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,4
Camila Cabello Featuring Ed Sheeran,Bam Bam,66,2022,206070,0QBzMgT7NIeoCYy3sJCof1,79,Bam Bam (feat. Ed Sheeran),single,2022-03-04,False,0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,4
Tyler Hubbard,5 Foot 9,67,2022,189773,0U4iRayct65wsaBMQGiLbg,72,Tyler Hubbard,album,2023-01-27,False,0.605,0.79,5,-5.576,1,0.0454,0.16,0,0.126,0.507,105.997,4
Doja Cat,Get Into It (Yuh),68,2022,138293,0W6I02J9xcqK8MtSeosEXb,79,Planet Her,album,2021-06-25,True,0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,4
Bad Bunny,Efecto,69,2022,213061,5Eax0qFko2dh7Rl2lYs3bx,88,Un Verano Sin Ti,album,2022-05-06,True,0.801,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,4
Bailey Zimmerman,Rock And A Hard Place,70,2022,207540,1TE8AAk9koG0UJco6ZAUfx,83,Religiously. The Album.,album,2023-05-12,False,0.582,0.568,1,-7.3,1,0.0275,0.577,0,0.105,0.394,121.991,3
Luke Combs,Doin' This,71,2022,254173,6TpyujRefwsflWFXbmjVpj,69,Growin' Up,album,2022-06-24,False,0.588,0.55,1,-5.878,1,0.0269,0.166,8.67e-06,0.11,0.39,115.01,4
Adele,Oh My God,72,2022,225148,3Kkjo3cT83cw09VJyrLNwX,81,30,album,2021-11-19,False,0.534,0.725,1,-3.906,1,0.046,0.091,0,0.0264,0.55,88.098,4
NEIKED X Mae Muller X Polo G,Better Days,73,2022,160656,6f5ExP43esnvdKPddwKXJH,78,Better Days (NEIKED x Mae Muller x Polo G),single,2021-09-24,False,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,4
THE ANXIETY: WILLOW & Tyler Cole,Meet Me At Our Spot,74,2022,162680,3D7BpZ01kLRcjTGelbu83N,19,Giving you all you want and more,compilation,2021-10-05,True,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000198,0.0851,0.399,94.995,4
Lauren Spencer Smith,Fingers Crossed,75,2022,175344,4wH7ZoqgETaACS9BlUkvuY,76,Mirror,album,2023-07-14,False,0.607,0.47,5,-7.167,1,0.0559,0.589,0,0.31,0.445,109.696,4
Taylor Swift,All Too Well (Taylor's Version),76,2022,613026,5enxwA8aAbwZbf5qCHORXi,87,Red (Taylor's Version),album,2021-11-12,True,0.631,0.518,0,-8.771,1,0.0303,0.274,0,0.088,0.205,93.023,4
Bad Bunny & Rauw Alejandro,Party,77,2022,245480,42qh86p7TLXyumxSHn65kc,63,4,album,2011-06-24,False,0.648,0.593,10,-6.267,1,0.0509,0.0188,0,0.169,0.719,160.984,4
Bad Bunny,Despues de La Playa,78,2022,230400,1dm6z1fWB0cErMszU25dy2,80,Un Verano Sin Ti,album,2022-05-06,False,0.564,0.903,5,-3.221,1,0.307,0.356,0,0.175,0.607,78.293,4
Chris Stapleton,You Should Probably Leave,79,2022,213493,2UikqkwBv7aIvlixeVXHWt,84,Starting Over,album,2020-11-13,False,0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,4
Brenda Lee,Rockin' Around The Christmas Tree,80,2022,126266,2EjXfH91m7f8HiJN1yQg97,72,Merry Christmas From Brenda Lee,album,1964-10-19,False,0.589,0.472,8,-8.749,1,0.0502,0.614,0,0.505,0.898,67.196,4
Lil Durk Featuring Morgan Wallen,Broadway Girls,81,2022,185600,7qTaDOcld0VmBWXnkbUj45,78,7220 (Reloaded),album,2022-03-10,False,0.659,0.745,10,-3.599,1,0.0347,0.0417,0,0.296,0.54,74.967,4
Parmalee,Take My Name,82,2022,157906,2afB4eV1KWBqLqFqME6PTh,72,For You,album,2021-07-30,False,0.559,0.66,7,-4.143,1,0.0512,0.222,0,0.193,0.574,163.957,4
Lil Durk Featuring Gunna,What Happened To Virgil,83,2022,181393,7ohROa13QK43JBRqfCmz4P,72,7220,album,2022-03-11,True,0.795,0.526,6,-9.086,0,0.204,0.067,2e-06,0.134,0.194,140.037,4
Future,Puffin On Zootiez,84,2022,172933,1qMMYpVatbRITKCfq1gasi,82,I NEVER LIKED YOU,album,2022-04-29,True,0.883,0.657,8,-5.748,1,0.305,0.0603,0,0.128,0.284,124.992,4
Kane Brown,Like I Love Country Music,85,2022,234800,5C9jQ8ikTOieveuORd8wlf,66,Different Man,album,2022-09-09,False,0.533,0.802,8,-6.73,1,0.0447,0.00075,0.000225,0.315,0.69,124.986,4
Bobby Helms,Jingle Bell Rock,86,2022,130973,7vQbuQcyTflfCIOu3Uzzya,72,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),single,1957-12-02,False,0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,4
