author,name,rank,date,duration,id,popularity,album_Name,albumType,releaseDate,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,timeSig
Shop Boyz,Party Like A Rockstar,14,2007,253400,1IYaMVfidzSfvCUZYXhsU1,65,Rockstar Mentality,album,2007-01-01,True,0.619,0.709,7,-4.633,1,0.0395,0.00541,0,0.507,0.68,144.972,4
Akon Featuring Eminem,Smack That,15,2007,212360,2kQuhkFX7uSVepCD3h29g5,86,Konvicted,album,2006-01-01,True,0.939,0.742,5,-5.171,0,0.0467,0.321,0,0.107,0.924,118.978,4
Mims,This Is Why I'm Hot,16,2007,253706,0AA6zq5ArZ1sSH7VIMi4NK,61,Music Is My Savior,album,2007-01-01,True,0.621,0.6,8,-6.349,1,0.576,0.277,0,0.495,0.485,80.021,4
Daughtry,It's Not Over,17,2007,215026,234RqTZmnDTnxWlVciXHLD,66,Daughtry (Deluxe Edition),album,2006,False,0.428,0.919,10,-3.245,0,0.0618,0.0503,0,0.245,0.294,145.927,4
Timbaland Featuring Keri Hilson,The Way I Are,18,2007,179120,2bLqfJjuC5syrsgDsZfGmn,85,Shock Value,album,2007-01-01,False,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,4
Fergie,Fergalicious,19,2007,292373,1D066zixBwqFYqBhKgdPzp,72,The Dutchess,album,2006-09-13,True,0.906,0.583,8,-7.721,0,0.317,0.0569,0,0.126,0.829,129.056,4
Soulja Boy Tell'em,Crank That (Soulja Boy),20,2007,221933,66TRwr5uJwPt15mfFkzhbi,78,souljaboytellem.com,album,2007-01-01,False,0.736,0.74,0,-2.18,1,0.0786,0.515,0,0.0468,0.803,140.141,4
Timbaland Featuring Nelly Furtado & Justin Timberlake,Give It To Me,21,2007,234026,0wbDgMuAoy7O7pL3a69uZx,79,Shock Value,album,2007-04-02,True,0.975,0.711,8,-3.904,1,0.0632,0.168,0.000552,0.0799,0.815,110.621,4
Justin Timberlake,What Goes Around...Comes Around,22,2007,448573,3pD0f7hSJg2XdQ6udw5Tey,77,FutureSex/LoveSounds,album,2006-09-12,False,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,4
Gym Class Heroes Featuring Patrick Stump,Cupid's Chokehold/Breakfast In America,23,2007,243773,2Lhdl74nwwVGOE2Gv35QuK,79,The Papercut Chronicles,album,2005-02-22,False,0.72,0.744,1,-6.938,0,0.12,0.237,0,0.255,0.619,78.953,4
The Fray,How To Save A Life,24,2007,262533,5fVZC9GiM4e8vu99W0Xf6J,82,How To Save A Life,album,2005-09-13,False,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,4
Daughtry,Home,25,2007,255666,2mobr1UlKjhxDTOVqng3jw,61,Daughtry (Deluxe Edition),album,2006,False,0.443,0.853,6,-3.885,1,0.0361,0.00217,1.77e-06,0.198,0.338,143.986,4
Justin Timberlake Featuring T.I.,My Love,26,2007,276160,4NeOWqHmlrGRuBvsLJC9rL,78,FutureSex/LoveSounds Deluxe Edition,album,2006-09-13,False,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,4
Kanye West,Stronger,27,2007,311866,0j2T0R9dR9qdJYsB7ciXhf,84,Graduation,album,2007-09-11,True,0.617,0.717,10,-7.858,0,0.153,0.00564,0,0.408,0.49,103.992,4
Jim Jones,We Fly High,28,2007,236080,3RGyFugqjQjlL8XX0NW8dZ,55,Hustler's P.O.M.E. (Product Of My Environment),album,2006-11-07,True,0.506,0.799,1,-6.58,1,0.38,0.0791,0,0.0929,0.461,120.405,5
P!nk,U + Ur Hand,29,2007,214386,1iOJQhxKSJ7dg3Dk03yPnl,69,I'm Not Dead,album,2006-04-04,True,0.709,0.891,0,-3.688,1,0.0528,0.00144,0,0.034,0.886,141.04,4
Unk,Walk It Out,30,2007,173040,6PBAPjshd2JfEiWpdf3C2a,60,Beat'n Down Yo Block,album,2006-10-03,True,0.794,0.777,1,-3.696,0,0.0813,0.0982,0,0.202,0.706,160.022,4
Sean Kingston,Beautiful Girls,31,2007,225373,1hGy2eLcmC8eKx7qr1tOqx,81,Beautiful Girls,single,2007-07-23,False,0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,4
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",32,2007,212040,1oagRT7LfpVlNJN6FSZDGp,73,Infinity On High,album,2007-01-01,False,0.435,0.887,9,-4.07,1,0.0636,0.000747,0,0.0327,0.408,199.935,4
T-Pain Featuring Akon,Bartender,33,2007,238800,1RGIjMFMgJxkZHMDXVYzOJ,76,Epiphany (Expanded Edition),album,2007-06-05,True,0.832,0.391,8,-8.504,1,0.0628,0.0564,0,0.224,0.436,104.961,4
Huey,"Pop, Lock & Drop It",34,2007,261026,6DbqCKweKwVkHgRv1CI53D,58,Notebook Paper,album,2006,False,0.723,0.644,11,-6.863,0,0.222,0.00308,0,0.352,0.645,144.09,4
Ludacris Featuring Mary J. Blige,Runaway Love,35,2007,280680,3QnEp4rluCxUwgpXT43jmC,53,Release Therapy,album,2006-01-01,True,0.405,0.721,1,-6.97,1,0.283,0.329,0,0.252,0.815,92.854,4
Nickelback,Rockstar,36,2007,252040,6n9yCXvLhnYMgJIiIcMu7D,69,All the Right Reasons (Special Edition),album,2005-09-26,False,0.616,0.91,0,-3.004,1,0.0386,0.0459,0,0.343,0.693,144.072,4
Fall Out Boy,Thnks Fr Th Mmrs,37,2007,203506,3Zwu2K0Qa5sT6teCCHPShP,81,Infinity On High,album,2007-01-01,False,0.459,0.891,10,-5.057,0,0.0623,0.00511,0,0.106,0.588,154.837,4
Linkin Park,What I've Done,38,2007,205226,18lR4BzEs7e3qzc0KVkTpU,83,Minutes to Midnight,album,2007-05-14,False,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,4
Justin Timberlake,Summer Love,39,2007,252973,1MBM7CyZbwJpVbbZJnHHRg,71,FutureSex/LoveSounds,album,2006-09-12,False,0.606,0.591,0,-7.228,0,0.087,0.0756,0,0.328,0.477,95.802,4
Lloyd Featuring Lil Wayne,You,40,2007,273133,5Y77SQxEr1eiofPeUTPHxM,76,Street Love,album,2007-01-01,False,0.412,0.876,5,-6.008,0,0.47,0.102,0,0.297,0.703,130.159,5
Elliott Yamin,Wait For You,41,2007,261320,0U969xYNlAyfzi8P1TaO7u,61,Elliott Yamin,album,2007-03-23,False,0.764,0.487,0,-6.734,1,0.0281,0.25,0,0.184,0.352,116.027,4
Diddy Featuring Keyshia Cole,Last Night,42,2007,388226,5gfPJ45gpn3ThswDyeW0Qc,65,Press Play,album,2006-10-16,True,0.888,0.833,3,-4.381,0,0.0912,0.256,0.00159,0.485,0.962,121.002,4
Fat Joe Featuring Lil Wayne,Make It Rain,43,2007,247413,4JPCdSaqs9dJd7RatFSHww,63,"Me, Myself & I",album,2006-11-14,True,0.744,0.697,11,-5.063,0,0.197,0.0106,0,0.0842,0.767,149.28,4
Fabolous Featuring Ne-Yo,Make Me Better,44,2007,253573,0YkJU6TjjwzsVXUPRIO0DB,63,From Nothin' To Somethin' (Bonus Track Version),album,2007-01-01,True,0.607,0.599,11,-6.886,1,0.0995,0.33,0,0.199,0.562,86.491,4
Omarion,Ice Box,45,2007,256426,5qhlC4Rzals34zxovrPzKp,61,21,album,2006-12-26,False,0.775,0.731,8,-5.446,1,0.134,0.189,0,0.129,0.821,131.105,4
Hinder,Lips Of An Angel,46,2007,261853,40LQiUUUKXVGyNs09lHVjW,75,Extreme Behavior,album,2005-01-01,False,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,4
John Mayer,Waiting On The World To Change,47,2007,201173,5imShWWzwqfAJ9gXFpGAQh,77,Continuum,album,2006-09-11,False,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,4
Robin Thicke,Lost Without U,48,2007,254146,4V2F0DZrAXOWq9hkwMMG3x,67,The Evolution of Robin Thicke,album,2006-01-01,False,0.664,0.351,0,-12.136,1,0.118,0.226,2.38e-06,0.106,0.816,113.204,5
R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),I'm A Flirt,49,2007,284826,4yDKPeWA3rJiCNbPALWJjN,47,Face Off,album,2007-12-11,True,0.725,0.795,7,-5.291,1,0.205,0.113,0,0.258,0.852,75.012,4
Nickelback,If Everyone Cared,50,2007,218013,44w63XqGr3sATAzOnOySgF,59,All the Right Reasons (Special Edition),album,2005-09-26,False,0.519,0.85,6,-4.678,0,0.0354,0.000246,0.014,0.279,0.211,132.022,4
Lloyd,Get It Shawty,51,2007,209533,2a03afRiyAbNAleOByVju4,66,Street Love,album,2007-01-01,False,0.822,0.905,5,-4.032,0,0.241,0.123,0,0.0496,0.674,128.014,4
The Red Jumpsuit Apparatus,Face Down,52,2007,192000,4wzjNqjKAKDU82e8uMhzmr,79,Don't You Fake It,album,2006-01-01,False,0.545,0.932,7,-2.189,0,0.0399,0.000665,0,0.127,0.464,92.956,4
Baby Boy Da Prince Featuring Lil Boosie,The Way I Live,53,2007,324906,68Zq7PMcPIQE8ol1x3gAqw,60,Across The Water,album,2006-01-01,True,0.88,0.438,0,-7.562,1,0.248,0.0147,0,0.0907,0.714,90.02,4
Bow Wow Featuring Chris Brown & Johnta Austin,Shortie Like Mine,54,2007,268066,6oUGAx0vkBcnGzYkvw0ZsA,63,The Price Of Fame,album,2006-12-18,False,0.758,0.642,7,-8.128,0,0.221,0.0745,0,0.191,0.701,142.078,4
The All-American Rejects,It Ends Tonight,55,2007,244826,1FMHNVeJ9s1x1l1WlaRs2I,62,Move Along,album,2005-01-01,False,0.454,0.636,0,-4.731,1,0.0273,0.00228,0,0.154,0.313,87.89,4
Hurricane Chris,A Bay Bay,56,2007,257120,2oWbOh3tLluqTdYL5OEDvs,54,A Bay Bay,single,2007-06-19,False,0.577,0.668,6,-4.884,1,0.514,0.105,0,0.0924,0.702,60.709,3
Ne-Yo,Because Of You,57,2007,266840,6CFPFnS9EcLs2I0nWqtWci,78,Because Of You,album,2007-01-01,False,0.81,0.538,0,-5.784,0,0.0356,0.528,0,0.0951,0.828,109.97,4
Bone Thugs-N-Harmony Featuring Akon,I Tried,58,2007,287480,2elA6JLRaQ6iB7hxiuTKN4,63,Strength & Loyalty,album,2007,True,0.727,0.71,4,-6.142,1,0.0742,0.0104,0,0.107,0.378,81.995,4
My Chemical Romance,Welcome To The Black Parade,59,2007,311106,5wQnmLuC1W7ATsArWACrgW,81,The Black Parade,album,2006-10-23,False,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,4
Plies Featuring T-Pain,Shawty,60,2007,255413,0mYoKqA23wUUj7BTEgNzjg,65,The Real Testament,album,2007-08-06,True,0.444,0.708,4,-5.926,0,0.126,0.0419,0,0.0775,0.26,105.412,5
Snow Patrol,Chasing Cars,61,2007,267960,5hnyJvgoWiQUYZttV4wXy6,84,Eyes Open,album,2006-01-01,False,0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011,4
Beyonce & Shakira,Beautiful Liar,62,2007,199853,2HWWNoWEEEECwZhAiLg7ib,75,B'Day Deluxe Edition,album,2007-05-29,False,0.764,0.751,8,-3.74,1,0.0703,0.00554,0.000237,0.164,0.418,91.977,4
Justin Timberlake,SexyBack,63,2007,242733,0O45fw2L5vsWpdsOdXwNAR,82,FutureSex/LoveSounds,album,2006-09-12,True,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117.0,4
Avril Lavigne,Keep Holding On,64,2007,239906,4UPcXTh26ilb7owtuyHqNI,66,The Best Damn Thing (Expanded Edition),album,2007-04-17,False,0.162,0.786,7,-2.353,1,0.038,0.0374,0,0.143,0.138,161.192,3
Keyshia Cole Featuring Missy Elliott & Lil Kim,Let It Go,65,2007,238333,2RqZFOLOnzVmHUX7ZMcaES,68,Just Like You,album,2007-01-01,False,0.806,0.721,10,-5.167,0,0.215,0.197,0,0.209,0.781,94.967,4
Timbaland Featuring OneRepublic,Apologize,66,2007,184400,6q3zC9dDD4lUNk8nfUztXy,78,Shock Value,album,2007-01-01,False,0.657,0.604,8,-6.006,1,0.0296,0.0361,0,0.102,0.0779,118.042,4
Colbie Caillat,Bubbly,67,2007,196280,0rFOs9paloAvEtzwDX1Kmc,70,Coco,album,2007-01-01,False,0.697,0.474,9,-6.663,1,0.0351,0.603,0,0.11,0.249,127.904,4
Ciara,Like A Boy,68,2007,237053,358bOvBiZCS9fRzNYosw6c,67,The Evolution,album,2006,False,0.701,0.724,0,-5.751,0,0.145,0.267,0,0.0867,0.425,132.035,4
P!nk,Who Knew,69,2007,208493,2hns6Dv29Yrg68AVTJiAyA,77,I'm Not Dead,album,2006-04-04,False,0.688,0.734,9,-4.569,1,0.0274,0.00462,0,0.0756,0.46,140.004,4
Kelly Clarkson,Never Again,70,2007,217293,24y3tSyLdRbpVsKhQrR2oj,48,My December,album,2007,False,0.514,0.91,7,-2.978,0,0.0714,0.00168,0.00187,0.224,0.472,145.907,4
Ciara,Promise,71,2007,267413,1pLdjo3lOBbMaoR4ZpybFH,65,The Evolution,album,2006,False,0.697,0.629,9,-5.757,1,0.0425,0.409,3.8e-06,0.0819,0.439,123.279,4
J. Holiday,Bed,72,2007,275106,6TlRNJaezOdzdECnQeRuMM,68,Back Of My Lac',album,2007-01-01,False,0.684,0.606,5,-7.268,0,0.0504,0.17,0,0.058,0.723,127.901,4
Rich Boy Featuring Polow Da Don,Throw Some D's,73,2007,263920,6SmPPtaMnfxgz5duA6t9Cu,59,Rich Boy,album,2007-01-01,True,0.697,0.86,11,-5.181,1,0.43,0.0368,0,0.0721,0.433,160.895,4
Amy Winehouse,Rehab,74,2007,214946,3N4DI1vuTSX1tz7fa2NQZw,76,Back To Black (Deluxe Edition),album,2006,False,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,4
T.I.,Big Things Poppin' (Do It),75,2007,289986,0eMdAjfAfGS1AoeXgiyGXP,22,T.I. vs. T.I.P. (Instrumental),album,2007-06-11,False,0.597,0.715,7,-6.741,1,0.036,0.00425,0.911,0.191,0.539,169.036,4
Alicia Keys,No One,76,2007,254523,0mZ5GyrHG908lqrHaTw4hi,74,No One (Remixes),album,2007-10-09,False,0.641,0.552,1,-5.423,0,0.0283,0.027,4.63e-06,0.148,0.152,90.098,4
Boys Like Girls,The Great Escape,77,2007,206520,56Tl3UgyZTqfZtvFNS31wm,67,Boys Like Girls,album,2006,False,0.423,0.94,1,-4.012,0,0.0635,0.00166,0,0.178,0.505,149.934,4
Unk,2 Step,78,2007,195786,7beqVxFB2g7DlL09mvfjDv,49,Beat'n Down Yo Block,album,2006-10-03,True,0.763,0.797,11,-2.274,0,0.0977,0.0583,0,0.299,0.645,77.003,4
Paula DeAnda Featuring The DEY,Walk Away (Remember Me),79,2007,238160,0Sc9UwBpChiRKRF8DKvWKZ,56,Paula DeAnda,album,2006-06-01,False,0.672,0.585,0,-5.797,1,0.0582,0.192,0,0.156,0.834,77.998,4
Young Jeezy Featuring R. Kelly,Go Getta,80,2007,229346,03b1NUHnoavfpLLKcEMfIb,55,The Inspiration,album,2006-01-01,True,0.392,0.751,3,-6.586,0,0.155,0.105,0,0.15,0.438,173.825,4
Hellogoodbye,Here (In Your Arms),81,2007,240546,1GV98LUEVk1U3LWAkX2Apw,60,Zombies! Aliens! Vampires! Dinosaurs!,album,2006-08-08,False,0.7,0.607,5,-6.804,1,0.0359,0.197,0.00173,0.272,0.774,126.045,4
Pretty Ricky,On The Hotline,82,2007,242586,1zyqZONW985Cs4osz9wlsu,65,Late Night Special,album,2007,False,0.704,0.854,10,-5.477,0,0.183,0.0185,0,0.148,0.688,92.988,4
Gwen Stefani,Wind It Up,83,2007,189586,1GeECVH4Msg1zLm8DExkbH,53,The Sweet Escape,album,2006-01-01,False,0.961,0.9,8,-6.874,1,0.0678,0.309,0.000199,0.354,0.95,120.006,4
Baby Bash Featuring T-Pain,Cyclone,84,2007,222053,0x1LCpY9Rgeq97VPajm81B,65,Cyclone (feat. T-Pain) [Main],single,2007-07-31,True,0.644,0.725,11,-4.618,1,0.0701,0.0112,0,0.146,0.584,77.977,4
Rihanna & Sean Paul,Break It Off,85,2007,96133,78ul3D77noQsYjSwvwiPU1,76,to hell with it,album,2021-10-15,False,0.552,0.904,11,-4.891,0,0.114,0.0027,8.85e-06,0.0786,0.746,171.788,4
Lifehouse,First Time,86,2007,203640,40Fp6pxcS9l08kL1R50mR4,54,Who We Are,album,2007,False,0.442,0.952,3,-2.214,1,0.0541,2.41e-05,0,0.205,0.505,130.682,4
50 Cent Featuring Justin Timberlake & Timbaland,Ayo Technology,87,2007,247946,36Hwcla06Q5BCr59CL0sBp,60,Curtis,album,2007-01-01,True,0.63,0.782,8,-5.44,0,0.132,0.0828,0,0.034,0.418,140.144,4
Bow Wow Featuring T-Pain & Johnta Austin,Outta My System,88,2007,238266,3LGeYNY9aWQuBJovOOowqm,58,The Price Of Fame,album,2006-12-18,False,0.772,0.59,6,-6.957,1,0.183,0.0917,0,0.101,0.743,83.998,4
Taylor Swift,Teardrops On My Guitar,89,2007,203040,7zMcNqs55Mxer82bvZFkpg,69,Taylor Swift,album,2006-10-24,False,0.621,0.417,10,-6.941,1,0.0231,0.288,0,0.119,0.289,99.953,4
Rihanna,Shut Up And Drive,90,2007,212280,4QdX6pmNnJ5cleufWQIr5D,67,Good Girl Gone Bad,album,2007-01-01,False,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,4
Red Hot Chili Peppers,Snow ((Hey Oh)),91,2007,334666,2aibwv5hGXSgw7Yru8IYTO,81,Stadium Arcadium,album,2006-05-09,False,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4
Ludacris Featuring Pharrell,Money Maker,92,2007,230613,2JpUkUR0OsOlUUfm6iS8ic,63,Release Therapy,album,2006-01-01,True,0.551,0.598,1,-6.79,1,0.27,0.15,0,0.299,0.612,78.756,4
Chris Brown Featuring T-Pain,Kiss Kiss,93,2007,250666,3wKKkGVn7cVSfgPeYYIiXG,74,Exclusive (Expanded Edition),album,2007-11-06,False,0.729,0.658,10,-3.386,0,0.225,0.0506,0,0.0693,0.551,140.043,3
Nickelback,Far Away,94,2007,238173,0ADZ5dmXhlfzjMw6lefoPl,74,All the Right Reasons,album,2005-09-26,False,0.518,0.797,6,-5.153,1,0.0309,0.000681,0,0.107,0.293,132.918,4
Crime Mob Featuring Lil Scrappy,Rock Yo Hips,95,2007,226546,76dZuMVXjIyLPRLv00skGd,58,Hated on Mostly,album,2007-01-08,True,0.847,0.667,6,-5.7,1,0.17,0.0869,0,0.443,0.707,77.492,4
Justin Timberlake,LoveStoned,96,2007,444333,5iyE2d4U3Vc5cqY9mPTlpy,60,FutureSex/LoveSounds,album,2006-09-12,True,0.859,0.681,1,-6.247,1,0.0549,0.34,0.000161,0.213,0.852,121.243,4
Hinder,Better Than Me,97,2007,223533,10fddGyyeUquZZ2uPTjD7P,64,Extreme Behavior,album,2005-01-01,False,0.449,0.682,2,-5.295,0,0.029,0.205,0,0.175,0.254,139.924,4
Finger Eleven,Paralyzer,98,2007,208106,28IEbk5a7twNTbUEvWslUb,78,Them Vs. You Vs. Me (Deluxe Edition),album,2007-01-01,False,0.644,0.939,11,-3.486,0,0.0456,0.157,0,0.233,0.861,106.031,4
Snoop Dogg Featuring R. Kelly,That's That,99,2007,257813,3J58iVk8OXYAGG4YvOKG8u,55,Sexual Eruption,single,2008-01-01,True,0.866,0.619,9,-4.774,0,0.19,0.0202,0,0.0371,0.733,82.05,4
R. Kelly Duet With Usher,Same Girl,100,2007,130613,2yXSduJwEJH0HpyVMavzus,42,Sleep Through The Static,album,2008,False,0.562,0.111,7,-17.426,1,0.0374,0.913,0.0136,0.115,0.347,123.247,4
Flo Rida Featuring T-Pain,Low,1,2008,231400,0CAfXk7DXMnon4gLudAp7J,83,Mail on Sunday,album,2008-03-17,False,0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,4
Leona Lewis,Bleeding Love,2,2008,262466,7wZUrN8oemZfsEd1CGkbXE,78,Spirit,album,2007,False,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,4
Alicia Keys,No One,3,2008,254523,0mZ5GyrHG908lqrHaTw4hi,74,No One (Remixes),album,2007-10-09,False,0.641,0.552,1,-5.423,0,0.0283,0.027,4.63e-06,0.148,0.152,90.098,4
Lil Wayne Featuring Static Major,Lollipop,4,2008,299333,4P7VFiaZb3xrXoqGwZXC3J,73,Tha Carter III,album,2008-06-10,True,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,4
Timbaland Featuring OneRepublic,Apologize,5,2008,184400,6q3zC9dDD4lUNk8nfUztXy,78,Shock Value,album,2007-01-01,False,0.657,0.604,8,-6.006,1,0.0296,0.0361,0,0.102,0.0779,118.042,4
Jordin Sparks Duet With Chris Brown,No Air,6,2008,253693,5tmambyCorzpRg7ViOO3SN,47,No Air Duet With Chris Brown Acoustic Version,single,2008-05-20,False,0.475,0.501,11,-5.125,1,0.0309,0.715,0,0.0666,0.371,159.972,4
Sara Bareilles,Love Song,7,2008,258826,4E6cwWJWZw2zWf7VFbH7wf,75,Little Voice,album,2007-07-03,False,0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.055,4
Usher Featuring Young Jeezy,Love In This Club,8,2008,259720,5j0McHPthKpOXRr3fBq8M0,75,Here I Stand,album,2008-05-27,False,0.573,0.712,0,-5.976,1,0.0732,0.0572,0,0.167,0.346,140.012,4
Chris Brown,With You,9,2008,252120,5Lgcn7u07bHuqbOtXkN62u,77,Exclusive (Expanded Edition),album,2007-11-06,False,0.662,0.693,3,-4.298,1,0.0698,0.134,0,0.145,0.655,86.009,4
Chris Brown,Forever,10,2008,278573,3NZJlJemX3mzjf56MqC5ML,79,Forever,single,2008-04-29,False,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,4
Ray J & Yung Berg,Sexy Can I,11,2008,204040,1q51MejmtLKEv8mABG8XRE,66,All I Feel,album,2008-04-08,True,0.575,0.686,1,-6.008,1,0.319,0.296,0,0.617,0.926,172.167,4
Rihanna,Take A Bow,12,2008,229413,3goSVuTt3fDYDP6kRnFwuL,78,Good Girl Gone Bad: Reloaded,album,2008-06-02,False,0.697,0.467,9,-7.536,1,0.0715,0.248,0,0.0941,0.572,82.082,4
Coldplay,Viva La Vida,13,2008,242373,1mea3bSkSGXuIRvnydlB5b,89,Viva La Vida or Death and All His Friends,album,2008-05-26,False,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
Katy Perry,I Kissed A Girl,14,2008,179640,005lwxGU1tms6HGELIcUv9,72,One Of The Boys,album,2008-06-17,False,0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,4
T.I.,Whatever You Like,15,2008,249533,1IAzD1muglOxOcPbUHs70R,77,Paper Trail,album,2008-09-07,True,0.68,0.687,9,-6.162,0,0.0709,0.0161,0,0.261,0.467,150.053,4
Rihanna,Disturbia,16,2008,238626,2VOomzT6VavJOGBeySqaMc,81,Good Girl Gone Bad: Reloaded,album,2008-06-02,False,0.707,0.813,11,-4.515,0,0.0571,0.0863,0,0.168,0.722,124.921,4
Rihanna,Don't Stop The Music,17,2008,267080,1Jo0Zg7XlrA6z0mFTZVdkn,72,Good Girl Gone Bad,album,2007-01-01,False,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,4
Natasha Bedingfield,Pocketful Of Sunshine,18,2008,202906,1uigwk5hNV84zRd5YQQRTk,73,Pocketful Of Sunshine,album,2007-04-27,False,0.721,0.88,9,-3.896,0,0.0454,0.191,0,0.0769,0.655,110.021,4
Chris Brown Featuring T-Pain,Kiss Kiss,19,2008,250666,3wKKkGVn7cVSfgPeYYIiXG,74,Exclusive (Expanded Edition),album,2007-11-06,False,0.729,0.658,10,-3.386,0,0.225,0.0506,0,0.0693,0.551,140.043,3
Ne-Yo,Closer,20,2008,234360,2XbfY2O2v3xwedUJ0J2kkr,70,Year Of The Gentleman (Bonus Track Edition),album,2008-01-01,False,0.711,0.753,4,-6.461,0,0.0766,0.028,2.96e-05,0.152,0.588,126.051,4
Colbie Caillat,Bubbly,21,2008,196280,0rFOs9paloAvEtzwDX1Kmc,70,Coco,album,2007-01-01,False,0.697,0.474,9,-6.663,1,0.0351,0.603,0,0.11,0.249,127.904,4
Mariah Carey,Touch My Body,22,2008,204733,2aEuXA1KswHlCGPOuPmCOW,77,E=MC2,album,2008-04-15,False,0.714,0.665,4,-7.736,0,0.0509,0.0996,0,0.226,0.842,78.515,4
Madonna Featuring Justin Timberlake & Timbaland,4 Minutes,23,2008,189693,1oHClQEgDmmbcEx12Kc5nZ,77,Celebration (double disc version),compilation,2009-09-18,False,0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,4
P!nk,So What,24,2008,215160,0JiY190vktuhSGN6aqJdrt,79,Funhouse (Expanded Edition),album,2008-10-24,True,0.534,0.87,11,-3.078,0,0.0425,0.000334,0,0.241,0.462,126.019,4
Finger Eleven,Paralyzer,25,2008,208106,28IEbk5a7twNTbUEvWslUb,78,Them Vs. You Vs. Me (Deluxe Edition),album,2007-01-01,False,0.644,0.939,11,-3.486,0,0.0456,0.157,0,0.233,0.861,106.031,4
Fergie,Clumsy,26,2008,240426,50xeLNGKmskmYUSINhqvfa,65,The Dutchess,album,2006-09-13,False,0.731,0.563,2,-4.046,1,0.131,0.191,0.000423,0.296,0.452,184.004,4
Jason Mraz,I'm Yours,27,2008,242040,4BjxZh2UcFVgPJ8SxwDWEt,0,Kindergeburtstag,compilation,2023-10-24,False,0.698,0.45,11,-8.784,1,0.0442,0.571,0,0.113,0.68,150.999,4
Jesse McCartney,Leavin',28,2008,216880,20ORwCJusz4KS2PbTPVNKo,63,Departure - Recharged,album,2008,False,0.687,0.71,9,-5.84,1,0.0522,0.0283,3.71e-06,0.0689,0.886,79.235,4
Kardinal Offishall Featuring Akon,Dangerous,29,2008,246053,4NOZ35Dhucr6UlVyLOtktd,77,Not 4 Sale,album,2008-01-01,True,0.949,0.79,8,-5.957,1,0.0756,0.00437,0,0.0816,0.807,117.002,4
Jordin Sparks,Tattoo,30,2008,233466,3Ui2jdyxbZQrZohfM0NOgG,63,Jordin Sparks,album,2007-11-20,False,0.566,0.766,2,-5.036,1,0.0399,0.431,0,0.101,0.547,168.005,4
Miley Cyrus,See You Again,31,2008,190453,3AjyOYxBv8bByfBtG5o9dP,72,Meet Miley Cyrus,album,2007-06-26,False,0.692,0.911,9,-5.098,0,0.177,0.015,7.71e-05,0.112,0.8,138.975,4
Metro Station,Shake It,32,2008,179946,5619Ojc6t9evEEs3B7Drhe,71,Metro Station,album,2007-09-18,False,0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,4
OneRepublic,Stop And Stare,33,2008,223853,48s0QHJgmiNsth3WEO6U4M,62,Dreaming Out Loud,album,2007-01-01,False,0.492,0.859,4,-4.274,1,0.0332,0.0659,0,0.0756,0.251,92.474,4
Sean Kingston,Take You There,34,2008,236693,6AdLyvisRKHLAwARaZMGr6,67,Sean Kingston,album,2008-03-11,False,0.752,0.921,5,-4.321,0,0.0696,0.0182,0,0.256,0.634,115.033,4
